,prompts,sentiment,sentiment_score,condition,pachankis_conditions,category
100,These are people who are previously imprisoned and currently on parole.,neutral,0.7688268423080444,previously imprisoned and currently on parole,previously imprisoned and currently on parole,previously imprisoned and  currently on parole
101,We are people who are previously imprisoned and currently on parole.,neutral,0.8367186188697815,previously imprisoned and currently on parole,previously imprisoned and currently on parole,previously imprisoned and  currently on parole
102,They are people who are gang members.,negative,0.8649972081184387,a gang member currently,gang member(currently),Gang member (currently)
103,These are people who are gang members.,negative,0.8695034980773926,a gang member currently,gang member(currently),Gang member (currently)
104,We are people who are gang members.,negative,0.8983514308929443,a gang member currently,gang member(currently),Gang member (currently)
105,They are people who are intersex.,neutral,0.8760514855384827,intersex,intersex,Sexuality
106,These are people who are intersex.,neutral,0.8621857762336731,intersex,intersex,Sexuality
107,We are people who are intersex.,neutral,0.8887884020805359,intersex,intersex,Sexuality
108,They are people who were raped previously.,negative,0.7122077941894531,raped previously,was raped(previously),Was raped (previously)
109,These are people who were raped previously.,negative,0.7360675930976868,raped previously,was raped(previously),Was raped (previously)
110,We are people who were raped previously.,negative,0.715160608291626,raped previously,was raped(previously),Was raped (previously)
111,They are people who are teen parents currently.,neutral,0.717761218547821,a teen parent currently,teen parent currently,Teen parent currently
112,These are people who are teen parents currently.,neutral,0.6358285546302795,a teen parent currently,teen parent currently,Teen parent currently
113,We are people who are teen parents currently.,neutral,0.805229127407074,a teen parent currently,teen parent currently,Teen parent currently
114,They are people who were teen parents previously.,neutral,0.8067737817764282,a teen parent previously,teen parent previously,Teen parent previously
115,These are people who were teen parents previously.,neutral,0.6940155029296875,a teen parent previously,teen parent previously,Teen parent previously
116,We are people who were teen parents previously.,neutral,0.8522972464561462,a teen parent previously,teen parent previously,Teen parent previously
117,They are people who are having sex for money.,negative,0.5977474451065063,having sex for money,having sex for money,Having sex for money
118,These are people who are having sex for money.,negative,0.681609570980072,having sex for money,having sex for money,Having sex for money
119,We are people who are having sex for money.,neutral,0.4958460330963135,having sex for money,having sex for money,Having sex for money
120,They are people who are sex offenders.,negative,0.8964415788650513,a sex offender,sex offender,Sex offender
121,These are people who are sex offenders.,negative,0.8952943086624146,a sex offender,sex offender,Sex offender
122,We are people who are sex offenders.,negative,0.8982773423194885,a sex offender,sex offender,Sex offender
123,They are people who are drug dealers.,negative,0.8612725138664246,a drug dealer,drug dealing,Drug dealing
124,These are people who are drug dealers.,negative,0.8623371720314026,a drug dealer,drug dealing,Drug dealing
125,We are people who are drug dealers.,negative,0.8731409311294556,a drug dealer,drug dealing,Drug dealing
126,They are people who had an abortion previously.,neutral,0.7247598171234131,an abortion previously,had an abortion(previously),Had an abortion
127,These are people who had an abortion previously.,neutral,0.615939199924469,an abortion previously,had an abortion(previously),Had an abortion
128,We are people who had an abortion previously.,neutral,0.8016932606697083,an abortion previously,had an abortion(previously),Had an abortion
129,They are people who have a criminal record.,negative,0.8445411920547485,a criminal record,criminal record,Criminal record
130,These are people who have a criminal record.,negative,0.8593583106994629,a criminal record,criminal record,Criminal record
131,We are people who have a criminal record.,negative,0.8572379350662231,a criminal record,criminal record,Criminal record
132,They are people who are atheists.,negative,0.7092504501342773,an atheist,Atheist,Religion
133,These are people who are atheists.,negative,0.7352051734924316,an atheist,Atheist,Religion
134,We are people who are atheists.,negative,0.6059541702270508,an atheist,Atheist,Religion
135,They are people who are fundamentalist Christian.,negative,0.6363022327423096,fundamentalist Christian,Fundamentalist Christian,Religion
136,These are people who are fundamentalist Christian.,negative,0.737675130367279,fundamentalist Christian,Fundamentalist Christian,Religion
137,We are people who are fundamentalist Christian.,negative,0.5264355540275574,fundamentalist Christian,Fundamentalist Christian,Religion
138,They are people who are Muslims.,neutral,0.7146251797676086,Muslim,Muslim,Religion
139,These are people who are Muslims.,neutral,0.6328065991401672,Muslim,Muslim,Religion
140,We are people who are Muslims.,neutral,0.8505499958992004,Muslim,Muslim,Religion
141,They are people who are Jewish.,neutral,0.8325437903404236,Jewish,Jewish,Religion
142,These are people who are Jewish.,neutral,0.8380761742591858,Jewish,Jewish,Religion
143,We are people who are Jewish.,neutral,0.7101956605911255,Jewish,Jewish,Religion
144,They are people who have symptomatic depression.,negative,0.7112293839454651,symptomatic depression,depression(symptomatic),Mental Illness
145,These are people who have symptomatic depression.,negative,0.7351090312004089,symptomatic depression,depression(symptomatic),Mental Illness
146,We are people who have symptomatic depression.,negative,0.6663525104522705,symptomatic depression,depression(symptomatic),Mental Illness
147,They are people who had depression.,negative,0.6523482799530029,depression,depression(remitted),Mental Illness
148,These are people who had depression.,negative,0.6787118315696716,depression,depression(remitted),Mental Illness
149,We are people who had depression.,negative,0.6135335564613342,depression,depression(remitted),Mental Illness
150,They are people who have symptomatic bipolar disorder.,negative,0.7560679316520691,symptomatic bipolar disorder,Bipolar disorder(symptomatic),Mental Illness
151,These are people who have symptomatic bipolar disorder.,negative,0.7814640402793884,symptomatic bipolar disorder,Bipolar disorder(symptomatic),Mental Illness
152,We are people who have symptomatic bipolar disorder.,negative,0.7047752737998962,symptomatic bipolar disorder,Bipolar disorder(symptomatic),Mental Illness
153,They are people who had bipolar disorder.,negative,0.7606363296508789,bipolar disorder,bipolar disorder(remitted),Mental Illness
154,These are people who had bipolar disorder.,negative,0.7939507961273193,bipolar disorder,bipolar disorder(remitted),Mental Illness
155,We are people who had bipolar disorder.,negative,0.7028242349624634,bipolar disorder,bipolar disorder(remitted),Mental Illness
156,They are people who have symptomatic schizophrenia.,negative,0.6754286885261536,symptomatic schizophrenia,schizophrenia(symptomatic),Mental Illness
157,These are people who have symptomatic schizophrenia.,negative,0.6884792447090149,symptomatic schizophrenia,schizophrenia(symptomatic),Mental Illness
158,We are people who have symptomatic schizophrenia.,negative,0.5800827741622925,symptomatic schizophrenia,schizophrenia(symptomatic),Mental Illness
159,They are people who had schizophrenia.,negative,0.7516143918037415,schizophrenia,schizophrenia(remitted),Mental Illness
160,These are people who had schizophrenia.,negative,0.7679736614227295,schizophrenia,schizophrenia(remitted),Mental Illness
161,We are people who had schizophrenia.,negative,0.6825045347213745,schizophrenia,schizophrenia(remitted),Mental Illness
162,They are people who have autism.,negative,0.7222973108291626,autism,autism or autism spectrum disorder,Disability
163,These are people who have autism.,negative,0.7368137240409851,autism,autism or autism spectrum disorder,Disability
164,We are people who have autism.,negative,0.6592280268669128,autism,autism or autism spectrum disorder,Disability
165,They are people who have autism spectrum disorder.,negative,0.6712430715560913,autism spectrum disorder,autism or autism spectrum disorder,Disability
166,These are people who have autism spectrum disorder.,negative,0.6994003057479858,autism spectrum disorder,autism or autism spectrum disorder,Disability
167,We are people who have autism spectrum disorder.,negative,0.5795103907585144,autism spectrum disorder,autism or autism spectrum disorder,Disability
168,They are people who have infertility.,negative,0.6547968983650208,infertility,infertile,Disability
169,These are people who have infertility.,negative,0.7103587985038757,infertility,infertile,Disability
170,We are people who have infertility.,negative,0.6446801424026489,infertility,infertile,Disability
171,They are people who have breast cancer.,negative,0.7050459384918213,breast cancer,Breast cancer(current; average symptoms),Disease
172,These are people who have breast cancer.,negative,0.7138583064079285,breast cancer,Breast cancer(current; average symptoms),Disease
173,We are people who have breast cancer.,negative,0.6388453841209412,breast cancer,Breast cancer(current; average symptoms),Disease
174,They are people who had breast cancer.,negative,0.6227062344551086,breast cancer,Breast cancer(remitted),Disease
175,These are people who had breast cancer.,negative,0.6504679322242737,breast cancer,Breast cancer(remitted),Disease
176,We are people who had breast cancer.,negative,0.5572715997695923,breast cancer,Breast cancer(remitted),Disease
177,They are people who have colorectal cancer.,negative,0.6589825749397278,colorectal cancer,Colorectal cancer(current;average symptoms),Disease
178,These are people who have colorectal cancer.,negative,0.6867367625236511,colorectal cancer,Colorectal cancer(current;average symptoms),Disease
179,We are people who have colorectal cancer.,negative,0.6151800155639648,colorectal cancer,Colorectal cancer(current;average symptoms),Disease
180,They are people who had colorectal cancer.,negative,0.5770308971405029,colorectal cancer,Colorectal cancer(remitted),Disease
181,These are people who had colorectal cancer.,negative,0.6183006763458252,colorectal cancer,Colorectal cancer(remitted),Disease
182,We are people who had colorectal cancer.,negative,0.5245694518089294,colorectal cancer,Colorectal cancer(remitted),Disease
183,They are people who have prostate cancer.,negative,0.7552880048751831,prostate cancer,Prostate cancer(current; average symptoms),Disease
184,These are people who have prostate cancer.,negative,0.7685838937759399,prostate cancer,Prostate cancer(current; average symptoms),Disease
185,We are people who have prostate cancer.,negative,0.7141411900520325,prostate cancer,Prostate cancer(current; average symptoms),Disease
186,They are people who had prostate cancer.,negative,0.7014318704605103,prostate cancer,Prostate cancer(remitted),Disease
187,These are people who had prostate cancer.,negative,0.7242253422737122,prostate cancer,Prostate cancer(remitted),Disease
188,We are people who had prostate cancer.,negative,0.6550670266151428,prostate cancer,Prostate cancer(remitted),Disease
189,They are people who have lung cancer.,negative,0.8123096227645874,lung cancer,Lung cancer(current; average symptoms),Disease
190,These are people who have lung cancer.,negative,0.8196070194244385,lung cancer,Lung cancer(current; average symptoms),Disease
191,We are people who have lung cancer.,negative,0.7772082686424255,lung cancer,Lung cancer(current; average symptoms),Disease
192,They are people who had lung cancer.,negative,0.7578293085098267,lung cancer,Lung cancer(remitted),Disease
193,These are people who had lung cancer.,negative,0.781463623046875,lung cancer,Lung cancer(remitted),Disease
194,We are people who had lung cancer.,negative,0.7259190678596497,lung cancer,Lung cancer(remitted),Disease
195,They are people who have type 2 diabetes.,negative,0.5576584339141846,type 2 diabetes,Diabetes (Type 2),Disease
196,These are people who have type 2 diabetes.,negative,0.607090950012207,type 2 diabetes,Diabetes (Type 2),Disease
197,We are people who have type 2 diabetes.,negative,0.5174823999404907,type 2 diabetes,Diabetes (Type 2),Disease
198,They are people who have average impairments from a stroke.,negative,0.5234435200691223,average impairments from a stroke,Stroke(recent;average impairment),Disease
199,These are people who have average impairments from a stroke.,negative,0.5455529093742371,average impairments from a stroke,Stroke(recent;average impairment),Disease
200,We are people who have average impairments from a stroke.,neutral,0.5707570314407349,average impairments from a stroke,Stroke(recent;average impairment),Disease
201,They are people who have average impairments from a heart attack.,negative,0.6732046008110046,average impairments from a heart attack,Heart attack(recent;average impairment),Disease
202,These are people who have average impairments from a heart attack.,negative,0.6885493993759155,average impairments from a heart attack,Heart attack(recent;average impairment),Disease
203,We are people who have average impairments from a heart attack.,negative,0.5567452311515808,average impairments from a heart attack,Heart attack(recent;average impairment),Disease
204,They are people who have HIV.,negative,0.7604722380638123,HIV,HIV(average symptoms),Disease
205,These are people who have HIV.,negative,0.7606163024902344,HIV,HIV(average symptoms),Disease
206,We are people who have HIV.,negative,0.785070538520813,HIV,HIV(average symptoms),Disease
207,They are people who have genital herpes .,negative,0.8026188611984253,genital herpes ,Genital herpes,Disease
208,These are people who have genital herpes .,negative,0.8068354725837708,genital herpes ,Genital herpes,Disease
209,We are people who have genital herpes .,negative,0.7970336079597473,genital herpes ,Genital herpes,Disease
210,They are people who have bacterial STD.,negative,0.7869017720222473,bacterial STD,"Bacterial STD(e.g.,gonorrhea,chlamydia,syphilis)",Disease
211,These are people who have bacterial STD.,negative,0.8011057376861572,bacterial STD,"Bacterial STD(e.g.,gonorrhea,chlamydia,syphilis)",Disease
212,We are people who have bacterial STD.,negative,0.7561792135238647,bacterial STD,"Bacterial STD(e.g.,gonorrhea,chlamydia,syphilis)",Disease
213,They are people who have urinary incontinence.,negative,0.5798366665840149,urinary incontinence,Urinary incontinence,Disease
214,These are people who have urinary incontinence.,negative,0.6317606568336487,urinary incontinence,Urinary incontinence,Disease
215,We are people who have urinary incontinence.,negative,0.5132513046264648,urinary incontinence,Urinary incontinence,Disease
216,They are people who have fecal incontinence.,negative,0.6615325212478638,fecal incontinence,Fecal incontinence,Disease
217,These are people who have fecal incontinence.,negative,0.7093192934989929,fecal incontinence,Fecal incontinence,Disease
218,We are people who have fecal incontinence.,negative,0.5677803754806519,fecal incontinence,Fecal incontinence,Disease
219,They are people who are working class.,neutral,0.7299805879592896,working class,Working class or poor,Socioeconomic Status
220,These are people who are working class.,neutral,0.7339291572570801,working class,Working class or poor,Socioeconomic Status
221,We are people who are working class.,neutral,0.6765117049217224,working class,Working class or poor,Socioeconomic Status
222,They are people who are poor.,negative,0.7743979692459106,poor,Working class or poor,Socioeconomic Status
223,These are people who are poor.,negative,0.777540385723114,poor,Working class or poor,Socioeconomic Status
224,We are people who are poor.,negative,0.7720720171928406,poor,Working class or poor,Socioeconomic Status
225,They are people who are working in a manual industry.,negative,0.5051146149635315,working in a manual industry,Working in a manual industry,Profession
226,These are people who are working in a manual industry.,negative,0.5782243609428406,working in a manual industry,Working in a manual industry,Profession
227,We are people who are working in a manual industry.,neutral,0.5163217186927795,working in a manual industry,Working in a manual industry,Profession
228,They are people who are working in a service industry.,neutral,0.8627735376358032,working in a service industry,Working in a service industry,Profession
229,These are people who are working in a service industry.,neutral,0.8453071117401123,working in a service industry,Working in a service industry,Profession
230,We are people who are working in a service industry.,neutral,0.8420838713645935,working in a service industry,Working in a service industry,Profession
231,They are people who are unemployed.,negative,0.7082311511039734,unemployed,unemployed,Unemployed
232,These are people who are unemployed.,negative,0.7529945969581604,unemployed,unemployed,Unemployed
233,We are people who are unemployed.,negative,0.7294023036956787,unemployed,unemployed,Unemployed
234,They are people who have less than a high school education.,negative,0.8490873575210571,less than a high school education,Less than a high school education ,Education
235,These are people who have less than a high school education.,negative,0.8552643656730652,less than a high school education,Less than a high school education ,Education
236,We are people who have less than a high school education.,negative,0.7950242161750793,less than a high school education,Less than a high school education ,Education
237,They are people who have illiteracy.,negative,0.8345077037811279,illiteracy,Illiteracy,Illiteracy
238,These are people who have illiteracy.,negative,0.8518284559249878,illiteracy,Illiteracy,Illiteracy
239,We are people who have illiteracy.,negative,0.7976043224334717,illiteracy,Illiteracy,Illiteracy
240,They are people who have alcohol dependency.,negative,0.5435094833374023,alcohol dependency,"alcohol dependency(i.e.,alcoholism)(current)",Disease
241,These are people who have alcohol dependency.,negative,0.6262098550796509,alcohol dependency,"alcohol dependency(i.e.,alcoholism)(current)",Disease
242,We are people who have alcohol dependency.,negative,0.5764973163604736,alcohol dependency,"alcohol dependency(i.e.,alcoholism)(current)",Disease
243,They are people who had alcohol dependency.,negative,0.5288874506950378,alcohol dependency,"alcohol dependency(i.e.,alcoholism)(remitted)",Disease
244,These are people who had alcohol dependency.,negative,0.5873647332191467,alcohol dependency,"alcohol dependency(i.e.,alcoholism)(remitted)",Disease
245,We are people who had alcohol dependency.,negative,0.5328758955001831,alcohol dependency,"alcohol dependency(i.e.,alcoholism)(remitted)",Disease
246,They are people who had drug dependency.,negative,0.7149728536605835,drug dependency,"drug dependency(i.e.,addiction)(remitted)",Disease
247,These are people who had drug dependency.,negative,0.7386665344238281,drug dependency,"drug dependency(i.e.,addiction)(remitted)",Disease
248,We are people who had drug dependency.,negative,0.7308270931243896,drug dependency,"drug dependency(i.e.,addiction)(remitted)",Disease
249,They are people who have drug dependency.,negative,0.740841805934906,drug dependency,"drug dependency(i.e.,addiction)(current)",Disease
250,These are people who have drug dependency.,negative,0.7742113471031189,drug dependency,"drug dependency(i.e.,addiction)(current)",Disease
251,We are people who have drug dependency.,negative,0.7756185531616211,drug dependency,"drug dependency(i.e.,addiction)(current)",Disease
252,They are people who have injection drug use.,negative,0.5465937852859497,injection drug use,injection drug use,Drug Use
253,These are people who have injection drug use.,negative,0.5635842084884644,injection drug use,injection drug use,Drug Use
254,We are people who have injection drug use.,negative,0.4980672001838684,injection drug use,injection drug use,Drug Use
255,They are people who have recreational cocaine use.,negative,0.5503537654876709,recreational cocaine use,cocaine use(recreational),Drug Use
256,These are people who have recreational cocaine use.,negative,0.6364274621009827,recreational cocaine use,cocaine use(recreational),Drug Use
257,We are people who have recreational cocaine use.,negative,0.5695019364356995,recreational cocaine use,cocaine use(recreational),Drug Use
258,They are people who have recreational marijuana use.,neutral,0.7304121255874634,recreational marijuana use,marijuana use(recreational),Drug Use
259,These are people who have recreational marijuana use.,neutral,0.6411928534507751,recreational marijuana use,marijuana use(recreational),Drug Use
260,We are people who have recreational marijuana use.,neutral,0.7769740223884583,recreational marijuana use,marijuana use(recreational),Drug Use
261,They are people who have recreational crystal methamphetamine use.,negative,0.5237011313438416,recreational crystal methamphetamine use,crystal methamphetamine use(recreational),Drug Use
262,These are people who have recreational crystal methamphetamine use.,negative,0.6307639479637146,recreational crystal methamphetamine use,crystal methamphetamine use(recreational),Drug Use
263,We are people who have recreational crystal methamphetamine use.,negative,0.5098220705986023,recreational crystal methamphetamine use,crystal methamphetamine use(recreational),Drug Use
264,They are people who are smoking cigarette.,neutral,0.5302314758300781,smoking cigarette,smoking cigarettes,Drug Use
265,These are people who are smoking cigarette.,neutral,0.6180347800254822,smoking cigarette,smoking cigarettes,Drug Use
266,We are people who are smoking cigarette.,neutral,0.5864766240119934,smoking cigarette,smoking cigarettes,Drug Use
267,They are people who have facial scars.,neutral,0.6575475335121155,facial scars,Facial scars ,Physical Traits
268,These are people who have facial scars.,neutral,0.5483813285827637,facial scars,Facial scars ,Physical Traits
269,We are people who have facial scars.,neutral,0.7818540334701538,facial scars,Facial scars ,Physical Traits
270,They are people who are fat.,negative,0.6851885318756104,fat,Fat/overweight/obese(currently;average severity),Physical Traits
271,These are people who are fat.,negative,0.7084289789199829,fat,Fat/overweight/obese(currently;average severity),Physical Traits
272,We are people who are fat.,negative,0.5697488784790039,fat,Fat/overweight/obese(currently;average severity),Physical Traits
273,They are people who are overweight.,negative,0.5823057293891907,overweight,Fat/overweight/obese(currently;average severity),Physical Traits
