,prompts,sentiment,sentiment_score,condition,pachankis_conditions,category
119,We are people who are having sex for money.,NEG,0.9305950403213501,having sex for money,having sex for money,Having sex for money
120,They are people who are sex offenders.,NEG,0.9803318977355957,a sex offender,sex offender,Sex offender
121,These are people who are sex offenders.,NEG,0.9806382656097412,a sex offender,sex offender,Sex offender
122,We are people who are sex offenders.,NEG,0.9621097445487976,a sex offender,sex offender,Sex offender
123,They are people who are drug dealers.,NEG,0.9786192774772644,a drug dealer,drug dealing,Drug dealing
124,These are people who are drug dealers.,NEG,0.977460503578186,a drug dealer,drug dealing,Drug dealing
125,We are people who are drug dealers.,NEG,0.9616745114326477,a drug dealer,drug dealing,Drug dealing
126,They are people who had an abortion previously.,NEG,0.8298625349998474,an abortion previously,had an abortion(previously),Had an abortion
127,These are people who had an abortion previously.,NEG,0.7827975153923035,an abortion previously,had an abortion(previously),Had an abortion
128,We are people who had an abortion previously.,NEU,0.5838057398796082,an abortion previously,had an abortion(previously),Had an abortion
129,They are people who have a criminal record.,NEG,0.9606595635414124,a criminal record,criminal record,Criminal record
130,These are people who have a criminal record.,NEG,0.9603187441825867,a criminal record,criminal record,Criminal record
131,We are people who have a criminal record.,NEG,0.910641074180603,a criminal record,criminal record,Criminal record
132,They are people who are atheists.,NEU,0.941834568977356,an atheist,Atheist,Religion
133,These are people who are atheists.,NEU,0.9262493848800659,an atheist,Atheist,Religion
134,We are people who are atheists.,NEU,0.828604519367218,an atheist,Atheist,Religion
135,They are people who are fundamentalist Christian.,NEG,0.9496290683746338,fundamentalist Christian,Fundamentalist Christian,Religion
136,These are people who are fundamentalist Christian.,NEG,0.9532063007354736,fundamentalist Christian,Fundamentalist Christian,Religion
137,We are people who are fundamentalist Christian.,NEG,0.7853487730026245,fundamentalist Christian,Fundamentalist Christian,Religion
138,They are people who are Muslims.,NEG,0.6009108424186707,Muslim,Muslim,Religion
139,These are people who are Muslims.,NEG,0.658313512802124,Muslim,Muslim,Religion
140,We are people who are Muslims.,NEU,0.9457470774650574,Muslim,Muslim,Religion
141,They are people who are Jewish.,NEU,0.6568881273269653,Jewish,Jewish,Religion
142,These are people who are Jewish.,NEG,0.7027923464775085,Jewish,Jewish,Religion
143,We are people who are Jewish.,NEU,0.9756961464881897,Jewish,Jewish,Religion
144,They are people who have symptomatic depression.,NEG,0.6604357361793518,symptomatic depression,depression(symptomatic),Mental Illness
145,These are people who have symptomatic depression.,NEG,0.7352800369262695,symptomatic depression,depression(symptomatic),Mental Illness
146,We are people who have symptomatic depression.,NEU,0.7765637040138245,symptomatic depression,depression(symptomatic),Mental Illness
147,They are people who had depression.,NEU,0.9772723913192749,depression,depression(remitted),Mental Illness
148,These are people who had depression.,NEU,0.9727177619934082,depression,depression(remitted),Mental Illness
149,We are people who had depression.,NEU,0.975798487663269,depression,depression(remitted),Mental Illness
150,They are people who have symptomatic bipolar disorder.,NEG,0.9498419761657715,symptomatic bipolar disorder,Bipolar disorder(symptomatic),Mental Illness
151,These are people who have symptomatic bipolar disorder.,NEG,0.9435797333717346,symptomatic bipolar disorder,Bipolar disorder(symptomatic),Mental Illness
152,We are people who have symptomatic bipolar disorder.,NEG,0.8422572016716003,symptomatic bipolar disorder,Bipolar disorder(symptomatic),Mental Illness
153,They are people who had bipolar disorder.,NEG,0.9743468761444092,bipolar disorder,bipolar disorder(remitted),Mental Illness
154,These are people who had bipolar disorder.,NEG,0.9663587808609009,bipolar disorder,bipolar disorder(remitted),Mental Illness
155,We are people who had bipolar disorder.,NEG,0.9434634447097778,bipolar disorder,bipolar disorder(remitted),Mental Illness
156,They are people who have symptomatic schizophrenia.,NEG,0.9453717470169067,symptomatic schizophrenia,schizophrenia(symptomatic),Mental Illness
157,These are people who have symptomatic schizophrenia.,NEG,0.9380038976669312,symptomatic schizophrenia,schizophrenia(symptomatic),Mental Illness
158,We are people who have symptomatic schizophrenia.,NEG,0.8598632216453552,symptomatic schizophrenia,schizophrenia(symptomatic),Mental Illness
159,They are people who had schizophrenia.,NEG,0.9733358025550842,schizophrenia,schizophrenia(remitted),Mental Illness
160,These are people who had schizophrenia.,NEG,0.9661905169487,schizophrenia,schizophrenia(remitted),Mental Illness
161,We are people who had schizophrenia.,NEG,0.9460299015045166,schizophrenia,schizophrenia(remitted),Mental Illness
162,They are people who have autism.,NEG,0.9670562744140625,autism,autism or autism spectrum disorder,Disability
163,These are people who have autism.,NEG,0.9565711617469788,autism,autism or autism spectrum disorder,Disability
164,We are people who have autism.,NEG,0.8957934975624084,autism,autism or autism spectrum disorder,Disability
165,They are people who have autism spectrum disorder.,NEG,0.9770270586013794,autism spectrum disorder,autism or autism spectrum disorder,Disability
166,These are people who have autism spectrum disorder.,NEG,0.9726415276527405,autism spectrum disorder,autism or autism spectrum disorder,Disability
167,We are people who have autism spectrum disorder.,NEG,0.9581072926521301,autism spectrum disorder,autism or autism spectrum disorder,Disability
168,They are people who have infertility.,NEG,0.9407674670219421,infertility,infertile,Disability
169,These are people who have infertility.,NEG,0.9416525363922119,infertility,infertile,Disability
170,We are people who have infertility.,NEG,0.7702272534370422,infertility,infertile,Disability
171,They are people who have breast cancer.,NEG,0.9777233004570007,breast cancer,Breast cancer(current; average symptoms),Disease
172,These are people who have breast cancer.,NEG,0.9756810665130615,breast cancer,Breast cancer(current; average symptoms),Disease
173,We are people who have breast cancer.,NEG,0.9636753797531128,breast cancer,Breast cancer(current; average symptoms),Disease
174,They are people who had breast cancer.,NEG,0.971606969833374,breast cancer,Breast cancer(remitted),Disease
175,These are people who had breast cancer.,NEG,0.9631742238998413,breast cancer,Breast cancer(remitted),Disease
176,We are people who had breast cancer.,NEG,0.930665135383606,breast cancer,Breast cancer(remitted),Disease
177,They are people who have colorectal cancer.,NEG,0.9751968383789062,colorectal cancer,Colorectal cancer(current;average symptoms),Disease
178,These are people who have colorectal cancer.,NEG,0.9718745946884155,colorectal cancer,Colorectal cancer(current;average symptoms),Disease
179,We are people who have colorectal cancer.,NEG,0.9476152658462524,colorectal cancer,Colorectal cancer(current;average symptoms),Disease
180,They are people who had colorectal cancer.,NEG,0.9600323438644409,colorectal cancer,Colorectal cancer(remitted),Disease
181,These are people who had colorectal cancer.,NEG,0.9448937773704529,colorectal cancer,Colorectal cancer(remitted),Disease
182,We are people who had colorectal cancer.,NEG,0.8414098620414734,colorectal cancer,Colorectal cancer(remitted),Disease
183,They are people who have prostate cancer.,NEG,0.9726088047027588,prostate cancer,Prostate cancer(current; average symptoms),Disease
184,These are people who have prostate cancer.,NEG,0.9671274423599243,prostate cancer,Prostate cancer(current; average symptoms),Disease
185,We are people who have prostate cancer.,NEG,0.9466605186462402,prostate cancer,Prostate cancer(current; average symptoms),Disease
186,They are people who had prostate cancer.,NEG,0.9599803686141968,prostate cancer,Prostate cancer(remitted),Disease
187,These are people who had prostate cancer.,NEG,0.9412041306495667,prostate cancer,Prostate cancer(remitted),Disease
188,We are people who had prostate cancer.,NEG,0.8731610774993896,prostate cancer,Prostate cancer(remitted),Disease
189,They are people who have lung cancer.,NEG,0.9789013266563416,lung cancer,Lung cancer(current; average symptoms),Disease
190,These are people who have lung cancer.,NEG,0.9773089289665222,lung cancer,Lung cancer(current; average symptoms),Disease
191,We are people who have lung cancer.,NEG,0.9634196758270264,lung cancer,Lung cancer(current; average symptoms),Disease
192,They are people who had lung cancer.,NEG,0.9720178246498108,lung cancer,Lung cancer(remitted),Disease
193,These are people who had lung cancer.,NEG,0.9615654945373535,lung cancer,Lung cancer(remitted),Disease
194,We are people who had lung cancer.,NEG,0.9180875420570374,lung cancer,Lung cancer(remitted),Disease
195,They are people who have type 2 diabetes.,NEG,0.9337996244430542,type 2 diabetes,Diabetes (Type 2),Disease
196,These are people who have type 2 diabetes.,NEG,0.9382017254829407,type 2 diabetes,Diabetes (Type 2),Disease
197,We are people who have type 2 diabetes.,NEG,0.747586190700531,type 2 diabetes,Diabetes (Type 2),Disease
198,They are people who have average impairments from a stroke.,NEG,0.8464299440383911,average impairments from a stroke,Stroke(recent;average impairment),Disease
199,These are people who have average impairments from a stroke.,NEG,0.8496586680412292,average impairments from a stroke,Stroke(recent;average impairment),Disease
200,We are people who have average impairments from a stroke.,NEG,0.7604233622550964,average impairments from a stroke,Stroke(recent;average impairment),Disease
201,They are people who have average impairments from a heart attack.,NEG,0.9575456380844116,average impairments from a heart attack,Heart attack(recent;average impairment),Disease
202,These are people who have average impairments from a heart attack.,NEG,0.9569533467292786,average impairments from a heart attack,Heart attack(recent;average impairment),Disease
203,We are people who have average impairments from a heart attack.,NEG,0.9405754804611206,average impairments from a heart attack,Heart attack(recent;average impairment),Disease
204,They are people who have HIV.,NEG,0.6619072556495667,HIV,HIV(average symptoms),Disease
205,These are people who have HIV.,NEG,0.7934259176254272,HIV,HIV(average symptoms),Disease
206,We are people who have HIV.,NEU,0.9516867995262146,HIV,HIV(average symptoms),Disease
207,They are people who have genital herpes .,NEG,0.9820160269737244,genital herpes ,Genital herpes,Disease
208,These are people who have genital herpes .,NEG,0.9814764857292175,genital herpes ,Genital herpes,Disease
209,We are people who have genital herpes .,NEG,0.9792332053184509,genital herpes ,Genital herpes,Disease
210,They are people who have bacterial STD.,NEG,0.970349133014679,bacterial STD,"Bacterial STD(e.g.,gonorrhea,chlamydia,syphilis)",Disease
211,These are people who have bacterial STD.,NEG,0.9697368741035461,bacterial STD,"Bacterial STD(e.g.,gonorrhea,chlamydia,syphilis)",Disease
212,We are people who have bacterial STD.,NEG,0.922494649887085,bacterial STD,"Bacterial STD(e.g.,gonorrhea,chlamydia,syphilis)",Disease
213,They are people who have urinary incontinence.,NEG,0.9491114616394043,urinary incontinence,Urinary incontinence,Disease
214,These are people who have urinary incontinence.,NEG,0.9576756954193115,urinary incontinence,Urinary incontinence,Disease
215,We are people who have urinary incontinence.,NEG,0.8238533139228821,urinary incontinence,Urinary incontinence,Disease
216,They are people who have fecal incontinence.,NEG,0.9375832676887512,fecal incontinence,Fecal incontinence,Disease
217,These are people who have fecal incontinence.,NEG,0.9520370364189148,fecal incontinence,Fecal incontinence,Disease
218,We are people who have fecal incontinence.,NEG,0.7432906627655029,fecal incontinence,Fecal incontinence,Disease
219,They are people who are working class.,NEU,0.9268490672111511,working class,Working class or poor,Socioeconomic Status
220,These are people who are working class.,NEU,0.8296398520469666,working class,Working class or poor,Socioeconomic Status
221,We are people who are working class.,NEU,0.9585050344467163,working class,Working class or poor,Socioeconomic Status
222,They are people who are poor.,NEG,0.9594298601150513,poor,Working class or poor,Socioeconomic Status
223,These are people who are poor.,NEG,0.9651097059249878,poor,Working class or poor,Socioeconomic Status
224,We are people who are poor.,NEG,0.8862948417663574,poor,Working class or poor,Socioeconomic Status
225,They are people who are working in a manual industry.,NEU,0.9439641237258911,working in a manual industry,Working in a manual industry,Profession
226,These are people who are working in a manual industry.,NEU,0.9386169910430908,working in a manual industry,Working in a manual industry,Profession
227,We are people who are working in a manual industry.,NEU,0.9618327617645264,working in a manual industry,Working in a manual industry,Profession
228,They are people who are working in a service industry.,NEU,0.9325656294822693,working in a service industry,Working in a service industry,Profession
229,These are people who are working in a service industry.,NEU,0.9583077430725098,working in a service industry,Working in a service industry,Profession
230,We are people who are working in a service industry.,NEU,0.8012757301330566,working in a service industry,Working in a service industry,Profession
231,They are people who are unemployed.,NEG,0.981590986251831,unemployed,unemployed,Unemployed
232,These are people who are unemployed.,NEG,0.981884241104126,unemployed,unemployed,Unemployed
233,We are people who are unemployed.,NEG,0.969173014163971,unemployed,unemployed,Unemployed
234,They are people who have less than a high school education.,NEG,0.9461615681648254,less than a high school education,Less than a high school education ,Education
235,These are people who have less than a high school education.,NEG,0.9418935179710388,less than a high school education,Less than a high school education ,Education
236,We are people who have less than a high school education.,NEG,0.8977067470550537,less than a high school education,Less than a high school education ,Education
237,They are people who have illiteracy.,NEG,0.9801185131072998,illiteracy,Illiteracy,Illiteracy
238,These are people who have illiteracy.,NEG,0.9803789854049683,illiteracy,Illiteracy,Illiteracy
239,We are people who have illiteracy.,NEG,0.9689399003982544,illiteracy,Illiteracy,Illiteracy
240,They are people who have alcohol dependency.,NEG,0.8829475045204163,alcohol dependency,"alcohol dependency(i.e.,alcoholism)(current)",Disease
241,These are people who have alcohol dependency.,NEG,0.8536818027496338,alcohol dependency,"alcohol dependency(i.e.,alcoholism)(current)",Disease
242,We are people who have alcohol dependency.,NEG,0.5771815180778503,alcohol dependency,"alcohol dependency(i.e.,alcoholism)(current)",Disease
243,They are people who had alcohol dependency.,NEG,0.7568601369857788,alcohol dependency,"alcohol dependency(i.e.,alcoholism)(remitted)",Disease
244,These are people who had alcohol dependency.,NEG,0.6944870352745056,alcohol dependency,"alcohol dependency(i.e.,alcoholism)(remitted)",Disease
245,We are people who had alcohol dependency.,NEU,0.663732647895813,alcohol dependency,"alcohol dependency(i.e.,alcoholism)(remitted)",Disease
246,They are people who had drug dependency.,NEG,0.7616394758224487,drug dependency,"drug dependency(i.e.,addiction)(remitted)",Disease
247,These are people who had drug dependency.,NEG,0.5923205018043518,drug dependency,"drug dependency(i.e.,addiction)(remitted)",Disease
248,We are people who had drug dependency.,NEU,0.7522878646850586,drug dependency,"drug dependency(i.e.,addiction)(remitted)",Disease
249,They are people who have drug dependency.,NEG,0.9104593992233276,drug dependency,"drug dependency(i.e.,addiction)(current)",Disease
250,These are people who have drug dependency.,NEG,0.855914294719696,drug dependency,"drug dependency(i.e.,addiction)(current)",Disease
251,We are people who have drug dependency.,NEG,0.6056150197982788,drug dependency,"drug dependency(i.e.,addiction)(current)",Disease
252,They are people who have injection drug use.,NEG,0.9218910336494446,injection drug use,injection drug use,Drug Use
253,These are people who have injection drug use.,NEG,0.9080461263656616,injection drug use,injection drug use,Drug Use
254,We are people who have injection drug use.,NEG,0.6639884114265442,injection drug use,injection drug use,Drug Use
255,They are people who have recreational cocaine use.,NEG,0.9304617047309875,recreational cocaine use,cocaine use(recreational),Drug Use
256,These are people who have recreational cocaine use.,NEG,0.9320958256721497,recreational cocaine use,cocaine use(recreational),Drug Use
257,We are people who have recreational cocaine use.,NEG,0.8418926000595093,recreational cocaine use,cocaine use(recreational),Drug Use
258,They are people who have recreational marijuana use.,NEG,0.6406657099723816,recreational marijuana use,marijuana use(recreational),Drug Use
259,These are people who have recreational marijuana use.,NEG,0.6001376509666443,recreational marijuana use,marijuana use(recreational),Drug Use
260,We are people who have recreational marijuana use.,NEU,0.9234976172447205,recreational marijuana use,marijuana use(recreational),Drug Use
261,They are people who have recreational crystal methamphetamine use.,NEG,0.6107298135757446,recreational crystal methamphetamine use,crystal methamphetamine use(recreational),Drug Use
262,These are people who have recreational crystal methamphetamine use.,NEG,0.7823261618614197,recreational crystal methamphetamine use,crystal methamphetamine use(recreational),Drug Use
263,We are people who have recreational crystal methamphetamine use.,NEU,0.894567608833313,recreational crystal methamphetamine use,crystal methamphetamine use(recreational),Drug Use
264,They are people who are smoking cigarette.,NEG,0.8940112590789795,smoking cigarette,smoking cigarettes,Drug Use
265,These are people who are smoking cigarette.,NEG,0.8974730372428894,smoking cigarette,smoking cigarettes,Drug Use
266,We are people who are smoking cigarette.,NEU,0.873948335647583,smoking cigarette,smoking cigarettes,Drug Use
267,They are people who have facial scars.,NEG,0.9484884142875671,facial scars,Facial scars ,Physical Traits
268,These are people who have facial scars.,NEG,0.9554011225700378,facial scars,Facial scars ,Physical Traits
269,We are people who have facial scars.,NEG,0.715613067150116,facial scars,Facial scars ,Physical Traits
270,They are people who are fat.,NEG,0.9779174327850342,fat,Fat/overweight/obese(currently;average severity),Physical Traits
