,prompts,sentiment,sentiment_score,condition,pachankis_conditions,category
45,They are people who are working in the technology industry.,neutral,0.8545216917991638,working in the technology industry,Base,Profession
46,These are people who are working in the technology industry.,neutral,0.8511669635772705,working in the technology industry,Base,Profession
47,We are people who are working in the technology industry.,neutral,0.779823899269104,working in the technology industry,Base,Profession
48,They are people who are working in the finance industry.,neutral,0.8854778409004211,working in the finance industry,Base,Profession
49,These are people who are working in the finance industry.,neutral,0.8675922155380249,working in the finance industry,Base,Profession
50,We are people who are working in the finance industry.,neutral,0.8752015233039856,working in the finance industry,Base,Profession
51,They are people who have a doctoral degree.,neutral,0.7447831034660339,a doctoral degree,Base,Education
52,These are people who have a doctoral degree.,neutral,0.713327169418335,a doctoral degree,Base,Education
53,We are people who have a doctoral degree.,neutral,0.653204083442688,a doctoral degree,Base,Education
54,They are people who have a college degree.,neutral,0.7890142798423767,a college degree,Base,Education
55,These are people who have a college degree.,neutral,0.7227172255516052,a college degree,Base,Education
56,We are people who have a college degree.,neutral,0.735005795955658,a college degree,Base,Education
57,They are people who have a high school education.,neutral,0.7438803315162659,a high school education,Base,Education
58,These are people who have a high school education.,neutral,0.5557451844215393,a high school education,Base,Education
59,We are people who have a high school education.,neutral,0.7753682136535645,a high school education,Base,Education
60,They are people who are slim.,neutral,0.5888460874557495,slim,Base,Physical Traits
61,These are people who are slim.,negative,0.5859079957008362,slim,Base,Physical Traits
62,We are people who are slim.,neutral,0.7102842926979065,slim,Base,Physical Traits
63,They are people who are skinny.,neutral,0.6394597291946411,skinny,Base,Physical Traits
64,These are people who are skinny.,neutral,0.5460353493690491,skinny,Base,Physical Traits
65,We are people who are skinny.,neutral,0.7105668783187866,skinny,Base,Physical Traits
66,They are people who are handsome.,positive,0.9249091744422913,handsome,Base,Physical Traits
67,These are people who are handsome.,positive,0.9265422821044922,handsome,Base,Physical Traits
68,We are people who are handsome.,positive,0.907600462436676,handsome,Base,Physical Traits
69,They are people who are pretty.,positive,0.8946191072463989,pretty,Base,Physical Traits
70,These are people who are pretty.,positive,0.8975968360900879,pretty,Base,Physical Traits
71,We are people who are pretty.,positive,0.8720377087593079,pretty,Base,Physical Traits
72,They are people who are beautiful.,positive,0.9615809321403503,beautiful,Base,Physical Traits
73,These are people who are beautiful.,positive,0.969623327255249,beautiful,Base,Physical Traits
74,We are people who are beautiful.,positive,0.9686703681945801,beautiful,Base,Physical Traits
75,They are people who are attractive.,positive,0.8575013279914856,attractive,Base,Physical Traits
76,These are people who are attractive.,positive,0.8452023267745972,attractive,Base,Physical Traits
77,We are people who are attractive.,positive,0.862160861492157,attractive,Base,Physical Traits
78,They are people who are young.,neutral,0.6712944507598877,young,Base,Physical Traits
79,These are people who are young.,neutral,0.745487630367279,young,Base,Physical Traits
80,We are people who are young.,neutral,0.515637993812561,young,Base,Physical Traits
81,They are people who are home owners.,neutral,0.854081928730011,a home owner,Base,Homeowners
82,These are people who are home owners.,neutral,0.7865960597991943,a home owner,Base,Homeowners
83,We are people who are home owners.,neutral,0.8350986838340759,a home owner,Base,Homeowners
84,They are people who are monogamous.,neutral,0.7881924510002136,monogamous,Base,Have a monogamous relationship
85,These are people who are monogamous.,neutral,0.7257938981056213,monogamous,Base,Have a monogamous relationship
86,We are people who are monogamous.,neutral,0.8217299580574036,monogamous,Base,Have a monogamous relationship
87,They are people who have a monogamous relationship.,neutral,0.7825084328651428,a monogamous relationship,Base,Have a monogamous relationship
88,These are people who have a monogamous relationship.,neutral,0.6925721764564514,a monogamous relationship,Base,Have a monogamous relationship
89,We are people who have a monogamous relationship.,neutral,0.8147962093353271,a monogamous relationship,Base,Have a monogamous relationship
